Player;Hands;VPIP;PFR;PFR/VPIP;3Bet PF;CBet F;Flop AF;Flop AFq;Fold to F CBet;Fold to F Bet;CBet T;Turn AF;Turn AFq;Fold T Bet;River AF;River AFq;Fold R Bet;Att To Steal (LP);Fold to Steal;3Bet Steal;3Bet Steal (SB);3Bet Steal (BB);Total AF;Total AFq;WSD;WTSD %;WWSF;Call R & WSD;Bet R & WSD;BB/100;My C Won;Call PF 3Bet;Limp;3Bet F XR;3Bet R;4Bet PF;3Bet BB v SB;XR Flop;XR River;XR Turn;Limp/Raise;Raise F CBet;Raise F CBet (3B);Raise F CBet (non-3B);Raise F Float;Raise First;Raise R CBet;Raise T CBet;Stole;Bet R;Call R Bet;Call R XR;CBet R;Fold R Bet;Fold to R 2Bet;Fold to R 3Bet;Fold to R 4Bet+;Fold to R XR;Fold to R Donk;CBet R & Fold;Raise R CBet;Call R Eff;Saw River;Saw River %;WSDWRR;Bet R & WSD;CBet T & Fold;CBet T & Fold (3B);CBet T & Fold (non-3B);Fold to T CBet;Fold to T XR;Raise T CBet;WSDWRT
MSB215;93;54.84;25.81;47.06;11.11;100;1.53;49.15;33.33;25;77.78;2.45;57.45;35.71;1.62;50;38.46;45.45;42.86;7.14;0;25;1.82;52.27;55;39.22;33.33;25;80;-16.11;-29.97;58.82;7.89;0;0;33.33;0;30.77;14.29;25;0;33.33;50;26.67;;47.22;0;25;16.67;55;46.15;;66.67;38.46;0;0;;;;;0;3.57;26;68.42;50;80;50;50;50;50;0;25;60
acosta517;91;37.36;16.85;44.12;0;85.71;2.25;60;11.11;30.77;100;1.67;55.56;25;1.4;46.67;37.5;38.46;62.5;0;0;0;1.84;55.56;30.77;41.94;41.94;0;33.33;-10.71;-19.5;40;12.07;33.33;0;0;0;33.33;0;33.33;;44.44;50;42.86;;28.57;;50;25;45.45;37.5;;100;37.5;0;0;;;;;;0;18;75;50;33.33;;;;50;0;50;100
boze33;91;54.95;19.78;36;5.13;80;1.38;42.86;21.05;37.04;100;1.45;51.61;26.67;4;63.16;44.44;53.33;18.18;9.09;0;10;1.7;50;63.16;40.43;44.68;0;77.78;22.8;41.49;50;28.85;;;0;14.29;13.33;0;20;0;21.05;33.33;15.38;;35.71;0;10;33.33;52.94;33.33;;66.67;44.44;;0;;;;;0;0;23;67.65;100;77.78;0;;0;20;0;10;100
shy_kulit;91;24.44;3.33;13.64;3.13;100;1.29;42.86;0;20;100;1.33;30.77;54.55;3;75;0;8.7;54.55;0;0;0;1.45;42.11;62.5;34.78;39.13;0;100;-1.89;-3.44;20;21.82;;;0;0;0;;0;0;40;0;50;;3.92;0;25;50;50;100;;;0;;;;;;;0;0;8;53.33;;100;;;;25;;25;50
skinnbones72;90;51.19;42.86;83.72;17.86;100;2.5;63.83;22.22;23.81;88.89;2;54.55;42.86;1;33.33;50;68.42;50;20;33.33;14.29;2.08;56.52;57.14;33.33;50;50;50;15.34;27.61;80;1.96;50;;6.67;0;25;0;14.29;;27.78;30.77;20;;68.29;0;25;8.7;33.33;50;;0;50;;;;;;;0;4.44;18;62.07;;50;0;0;0;37.5;0;25;100
python456;90;56.67;20.22;35.29;10;100;1.4;41.18;45.83;50;100;1.08;41.18;42.86;2;66.67;0;30;25;12.5;22.22;0;1.34;44.33;47.62;42;34;25;50;-9.01;-16.22;72.73;11.63;0;;0;0;0;0;0;0;4.17;16.67;0;;30;33.33;0;12.5;41.18;80;;66.67;0;;;;;;;33.33;1.68;22;68.75;100;50;0;0;;45.45;;0;
branco-AK74;89;25.84;5.62;21.74;2.5;0;0;0;43.75;35;;0.75;20;58.33;1;25;66.67;23.53;57.14;0;0;0;0.22;10.26;60;20.83;20.83;0;100;-23.25;-41.39;40;8.89;;;0;0;0;0;14.29;0;0;0;0;;9.09;0;14.29;25;16.67;33.33;;;66.67;;;;;;;0;0;7;41.18;;100;;;;42.86;;14.29;
bambáro;88;67.05;40.91;61.02;23.81;78.26;1.5;53.57;13.33;20;91.67;0.88;42.59;21.74;1.5;44.12;50;64.29;27.27;36.36;20;50;1.21;47.22;40.74;47.37;36.84;0;63.64;-48.87;-86.01;60;11.9;100;0;35.29;66.67;8.33;0;0;0;6.67;0;12.5;;61.54;0;0;10;50;50;;100;50;33.33;;;;100;0;0;0;40;80;;63.64;0;;0;18.18;;0;0
Snerg;88;49.4;31.33;63.41;4.55;76.92;1.54;51.28;28.57;23.53;100;2.37;61.29;30.77;2.2;64.71;14.29;38.1;33.33;0;0;0;1.92;57.47;50;43.24;48.65;20;83.33;22.45;79.02;63.64;4.92;50;;30;0;41.67;0;25;0;50;42.86;57.14;0;45.28;0;25;13.33;52.94;71.43;;100;14.29;;0;;;0;;0;2.24;20;71.43;0;83.33;0;;0;25;;25;100
AAAspeedyAAA;87;48.1;32.91;68.42;27.59;90.91;4.4;57.89;50;47.62;77.78;1.25;52.63;0;1.5;40;55.56;36.36;25;18.75;12.5;25;2.24;52.78;64.29;43.75;31.25;75;75;2.41;8.4;33.33;0;100;0;36.36;33.33;0;0;0;;25;42.86;11.11;0;39.53;0;0;38.46;31.25;33.33;;60;55.56;0;;;;;;0;5.59;20;95.24;100;75;0;0;0;0;;0;100
scuddd;87;50;27.91;55.81;11.43;100;1.06;42.22;13.33;28;81.82;1.29;45;42.11;0.86;30;46.15;55.56;20;0;0;0;1.1;40.95;50;39.13;30.43;14.29;80;-28.71;-99.91;70;13.95;0;0;10;0;13.33;0;10;;6.67;0;12.5;;50;0;18.18;16.67;37.5;53.85;;40;46.15;100;;;;;;0;1.56;26;72.22;;80;0;0;0;36.36;0;18.18;33.33
SimplyKjell;87;22.35;9.64;42.11;2.94;100;1.12;40.91;40;35.71;66.67;1;38.46;50;1;27.27;71.43;25;50;16.67;20;0;1.06;36.96;60;25;25;33.33;50;-23.63;-41.12;37.5;6.98;;0;0;0;10;0;0;0;10;0;14.29;;15;0;0;0;37.5;28.57;;100;71.43;0;;;;;;0;3.6;11;78.57;;50;0;;0;33.33;0;0;
artem07812;87;61.63;5.88;9.43;5.13;100;0.65;29.31;61.9;41.18;100;0.63;33.33;17.39;2.43;54.84;41.18;0;37.5;12.5;0;33.33;0.88;36.8;54.55;41.51;30.19;28.57;50;-20.98;-36.5;73.68;57.78;0;33.33;0;50;0;0;0;0;0;0;0;;4.76;40;0;;66.67;29.41;100;50;41.18;0;0;;0;;;40;3.67;31;86.11;66.67;50;;;;0;;0;
Bavina;85;31.76;7.06;22.22;0;100;1.6;50;33.33;42.86;100;2;66.67;0;9;69.23;66.67;16.67;60;0;0;0;2.18;58.73;45.45;40.74;44.44;0;50;-13.24;-22.5;33.33;27.5;0;33.33;0;0;0;0;;0;11.11;;11.11;;13.16;;0;66.67;53.85;0;;;66.67;33.33;;;;;;;0;15;83.33;100;50;;;;0;;0;100
babyballer;84;41.67;21.43;51.43;21.05;100;1.36;46.34;30;33.33;100;1.62;56.52;18.18;4;72.73;28.57;26.32;53.85;30.77;37.5;20;1.85;55.81;52.94;48.57;42.86;0;60;-1.9;-3.19;42.86;13.95;0;50;14.29;0;0;0;0;0;10;25;0;;20.51;50;75;20;80;28.57;;100;28.57;0;0;;;;0;50;0;21;87.5;75;60;0;0;;0;;75;50
RainBoVan;84;25.61;17.07;66.67;15.63;100;4.33;65;60;50;83.33;1.6;61.54;0;1.67;50;40;15;30.77;30.77;50;22.22;2.36;60.47;50;33.33;50;33.33;66.67;1.4;4.7;0;2.44;50;;11.11;0;33.33;0;0;;20;;20;;20;;;75;62.5;60;;100;40;;;;;100;;;2.67;10;83.33;;66.67;0;0;;;;;
Rmk1500;83;43.75;21.25;48.57;5.41;90;1.56;42.42;47.37;47.62;100;2;50;44.44;2;33.33;75;37.5;36.36;4.55;10;0;1.71;43.64;60;30.3;36.36;0;100;-11.09;-36.81;66.67;0;50;;0;0;0;0;16.67;;10.53;25;6.67;0;35;0;16.67;12.5;33.33;25;;0;75;;;;;;;0;0;13;68.42;;100;0;;0;33.33;0;16.67;100
TVNVN74;82;49.38;30.86;62.5;13.33;66.67;0.88;42.42;14.29;16.67;60;1;40.74;23.81;1.83;57.89;25;52.63;40;10;0;16.67;1.09;45.57;47.83;60.53;42.11;50;60;-2.01;-9.87;61.54;2.22;;;7.69;;15.38;0;16.67;;28.57;28.57;28.57;;50;0;14.29;18.18;52.63;62.5;;66.67;25;;0;;;0;;0;3.07;25;83.33;100;60;;;;28.57;;14.29;20
Chessnok;82;41.46;33.33;79.41;14.71;87.5;1.55;56.67;16.67;15.38;76.92;2.71;65.52;33.33;1.12;50;0;55.56;54.55;27.27;50;14.29;1.73;58.44;43.75;50;53.13;37.5;50;3.73;7.84;69.23;0;0;0;7.69;33.33;16.67;0;28.57;;16.67;16.67;16.67;;51.22;0;33.33;7.69;53.33;87.5;0;80;0;50;;;100;;0;0;2.56;21;70;;50;0;;0;16.67;;33.33;0
SUTS07;81;43.21;17.28;40;7.41;100;1.12;29.03;63.64;70.59;66.67;0.83;38.46;33.33;0.5;16.67;55.56;20;25;25;50;0;0.89;28.57;50;28.57;22.86;50;100;-36.07;-58.44;66.67;4.65;0;0;0;;0;0;0;;0;0;0;;30.56;;;66.67;15.38;44.44;;0;55.56;100;;;;;;;3.18;17;85;;100;;;;;;;0
uh_oh64;81;58.44;37.66;64.44;15.38;94.74;2.07;60.42;40;28.57;87.5;2.5;66.67;10;1.33;50;27.27;81.25;42.86;14.29;25;0;1.97;59.8;31.58;45.24;45.24;22.22;66.67;-8.62;-13.97;58.33;6.82;0;50;30;;25;0;33.33;0;50;50;50;;57.14;0;33.33;21.43;50;63.64;100;40;27.27;0;0;0;0;0;;0;0;25;83.33;100;66.67;0;0;0;0;0;33.33;60
C.K. Söze;80;84.62;3.85;4.55;2.86;66.67;0.4;26.23;11.54;10.26;100;0.52;27.08;29.03;1.14;40;36;0;18.18;0;0;0;0.57;30.2;34.29;52.24;28.36;28.57;63.64;-51.91;-83.06;88.89;82.22;;33.33;0;0;5.26;20;8.33;0;3.85;12.5;0;;0;0;0;;37.93;52;;100;36;33.33;0;;;;;0;2.43;46;80.7;33.33;63.64;;;;29.41;;0;0
debox21;80;93.75;57.14;58.67;21.21;90;1;47.95;12;12;94.44;1.32;49.15;20.83;1.57;55;19.05;90;0;50;0;100;1.21;50;29.27;58.57;37.14;0;66.67;-35.5;-56.8;80;7.14;0;0;21.43;;0;0;5.88;0;0;0;0;;85;0;7.69;28.57;48.57;57.14;100;80;19.05;0;0;;0;0;;0;0;51;80.95;50;66.67;40;;40;15.38;33.33;7.69;50
farnemo;80;42.31;25.64;60.61;5.71;70;1.86;52;20;18.18;0;1;38.46;30;0.75;27.27;50;42.11;58.82;0;0;0;1.31;42.86;25;29.63;33.33;0;100;-31.05;-49.68;0;2.56;0;;0;0;42.86;0;0;0;30;0;33.33;;45.95;0;25;33.33;27.27;50;;;50;;;;;;;0;0;14;77.78;;100;;;;50;;25;
Xixi001007;80;22.78;15.19;66.67;6.67;85.71;0.7;35;11.11;20;100;0.29;18.18;22.22;0.5;33.33;0;33.33;80;0;0;0;0.52;29.73;33.33;50;38.89;0;100;-16.04;-25.66;29.41;0;0;;5.88;0;0;0;0;;11.11;0;20;;25.71;0;0;0;14.29;80;;;0;;;;;0;;0;0;9;75;0;100;;;;0;;0;
punbI4;79;57.89;43.42;75;21.43;100;3.22;63.04;38.89;36.84;87.5;2.2;62.86;12.5;0.88;35;41.67;52.17;36.84;21.05;33.33;15.38;2.15;57.43;33.33;42.86;33.33;0;50;-63.38;-100.14;71.43;0;0;0;21.43;66.67;35.71;0;0;;33.33;33.33;33.33;;59.09;0;0;10;36.84;58.33;;62.5;41.67;0;;;;0;0;0;0;24;77.42;;50;33.33;50;25;25;;0;100
sqmpork;79;26.92;17.95;66.67;11.76;100;2.67;57.14;33.33;28.57;25;3;60;33.33;0.67;33.33;0;22.22;52.63;15.79;11.11;20;1.86;52;33.33;42.86;35.71;0;100;-8.9;-28.11;0;0;0;0;16.67;20;25;0;0;;16.67;;16.67;;25.64;0;50;25;33.33;100;;100;0;100;;;;;;0;0;7;70;;100;;;;0;;50;
AvatarFranky;78;59.72;27.78;46.51;2.94;75;2;48.48;44.44;45;83.33;1.29;45;30;5;58.82;80;37.5;26.67;3.33;0;4;2.06;50;27.27;27.5;35;0;20;-44.11;-99.63;100;5.56;100;0;0;4.17;18.75;0;0;;16.67;0;20;;52.78;0;0;21.05;55.56;20;;66.67;80;50;;;;;;0;0;20;76.92;;20;100;;100;0;100;0;
kurkoinen;76;32.43;20.27;62.5;11.54;40;1.25;45.45;33.33;22.22;100;1.14;53.33;0;2.33;58.33;20;31.58;60;20;0;100;1.39;51.02;40;47.62;42.86;33.33;0;-13.37;-40.63;54.55;4.88;0;;9.09;;0;0;25;0;33.33;25;50;;30;0;0;50;46.15;60;;;20;;100;;;;;0;2.99;15;88.24;;0;;;;0;;0;0
abcgui5188;75;34.25;28.77;84;4;90.91;3.75;75;0;0;0;0.75;37.5;16.67;1.5;33.33;66.67;52.63;66.67;8.33;0;20;2.1;56.76;66.67;33.33;55.56;50;100;13.86;20.79;42.86;0;0;;0;50;50;0;25;;66.67;100;0;;43.9;;100;46.15;42.86;33.33;;;66.67;;;;;;;;7.3;12;85.71;;100;;;;0;;100;100
StakkAttakk;75;52.7;30.14;56.41;12.5;61.54;1.27;41.18;33.33;42.11;80;2.2;50;50;2.25;60;28.57;43.75;55.56;0;0;0;1.7;47.89;61.54;35.14;40.54;25;80;15.4;23.1;84.62;7.5;;;0;0;0;;0;0;6.67;10;0;0;45;25;0;11.11;72.73;57.14;;50;28.57;;;;;;;25;1.5;18;72;100;80;;;;42.86;;0;100
maik150371;73;52.86;25.71;48.65;0;90.91;0.89;43.24;12.5;14.29;50;0.36;18.18;35.29;0.5;25;27.27;60;33.33;0;0;0;0.65;32;50;42.11;42.11;25;100;-9.5;-13.87;66.67;11.9;0;0;0;0;0;0;0;;6.25;20;0;;42.86;0;0;0;28.57;72.73;0;100;27.27;100;;;100;;100;0;1.77;20;71.43;;100;100;;100;30;100;0;
Hornero;73;29.17;11.11;38.1;3.13;50;0.6;18.75;60;61.54;100;1;41.67;33.33;0.75;37.5;25;21.43;22.22;0;0;0;0.79;30.56;80;23.81;42.86;75;100;2.95;19.92;14.29;8.82;;0;28.57;;0;0;0;0;0;0;0;;19.35;0;0;0;50;75;;;25;0;;;;;;0;5.09;7;58.33;;100;0;0;;0;;0;
zola35;73;75.34;30.56;40;12.12;90;1.16;48.65;8.33;7.41;100;2.6;66.1;11.76;7.4;80.43;50;42.86;9.09;9.09;0;25;2.2;62.57;42.42;61.11;35.19;20;46.43;-30.25;-44.16;76.92;25.64;33.33;50;7.69;0;41.18;50;37.5;14.29;29.17;44.44;20;;43.24;50;63.64;14.29;85.71;0;0;100;50;16.67;0;0;0;;;50;0;39;84.78;28.57;46.43;0;0;0;9.09;0;63.64;90
IceKing94;72;42.25;22.54;53.33;14.81;100;0.92;36.36;40;38.89;80;1.29;50;22.22;2.33;46.67;57.14;31.58;33.33;13.33;28.57;0;1.22;42.42;50;35.71;28.57;33.33;75;-26.71;-38.46;60;4.88;0;0;10;0;0;0;0;0;0;0;0;;29.41;0;20;20;60;28.57;;66.67;57.14;100;0;;;0;;0;6.3;17;85;0;75;0;;0;40;;20;100
jacksup100;71;20.29;17.39;85.71;9.68;85.71;1.75;53.85;33.33;28.57;75;2;57.14;33.33;0.67;40;0;30.77;81.82;0;0;0;1.44;52;50;46.15;53.85;33.33;100;13.2;18.74;33.33;0;;;0;0;0;0;0;;16.67;25;0;0;26.47;0;0;25;50;100;;100;0;;;;;;;0;3.12;6;66.67;;100;;;;0;;0;
Apanage;71;40.85;32.39;79.31;5.88;100;2.8;56;33.33;42.86;66.67;2;50;50;2.5;50;60;35.29;50;0;0;0;2.45;52.94;42.86;28;32;0;100;-16.21;-56.25;63.64;1.96;;100;9.09;0;20;0;0;0;25;14.29;40;;45;0;0;40;44.44;40;;50;60;0;;;;;;0;0;12;75;100;100;50;;50;66.67;0;0;
Road Dagg;71;50.72;10.14;20;6.06;100;1.5;46.15;41.67;42.11;66.67;1.14;50;14.29;1.4;53.85;16.67;33.33;14.29;0;0;0;1.37;48.53;41.67;34.29;48.57;40;100;3.28;4.66;50;40.54;;;16.67;0;0;0;0;0;25;20;28.57;;11.11;;0;0;46.67;83.33;;100;16.67;;;;;;;;2.36;18;78.26;;100;;;;0;0;0;0
Igo_FullTilt1M;69;46.38;17.39;37.5;7.69;100;1.6;45.71;53.85;47.06;75;4;57.14;50;3.5;77.78;0;25.93;40;6.67;14.29;0;2.33;53.85;30.77;38.24;29.41;0;40;-36.23;-100;60;17.5;0;;11.11;0;0;;20;0;7.69;0;11.11;;24.32;0;25;0;66.67;66.67;;100;0;;;;;;;0;0;14;63.64;0;40;0;0;;50;;25;0
fredfight;68;31.34;11.94;38.1;7.14;33.33;0.5;21.43;50;55.56;;1;40;28.57;1;50;0;26.67;64.29;7.14;0;11.11;0.77;33.33;37.5;47.06;29.41;33.33;100;-20.7;-31.65;25;10.81;0;;0;0;0;;100;0;0;0;0;;16.67;0;0;40;50;100;;;0;;;;;;;0;1.66;10;83.33;;100;;;;0;;0;50
hi-income;67;27.27;21.21;77.78;3.23;87.5;1.33;47.06;40;42.86;75;0.57;33.33;11.11;1.67;55.56;20;55.56;85.71;0;0;0;1.06;44.74;70;62.5;50;66.67;100;37.73;50.56;75;0;0;;0;;0;0;20;;0;0;0;;38.71;0;33.33;33.33;42.86;40;;100;20;;0;;;;;0;4.08;11;84.62;100;100;;;;0;;33.33;100
X-RAISE;67;19.7;10.61;53.85;9.09;83.33;2.5;41.67;100;83.33;66.67;4;50;75;1.5;60;0;7.69;71.43;14.29;0;25;2.4;48;60;33.33;33.33;50;100;6.49;17.38;0;5.13;;100;0;0;0;0;0;;0;;0;0;12.5;;;0;40;100;;100;0;0;;0;;;;;0;5;50;100;100;;;;;;;
pool junky 2;67;62.12;10.61;17.07;0;33.33;0.37;26.32;5;3.85;;0.47;25.81;23.81;1.67;47.62;45.45;30.77;47.06;0;0;0;0.56;31.11;39.13;58.97;33.33;50;62.5;-24.54;-43.14;80;48.28;0;;0;0;9.09;0;0;0;15;22.22;9.09;;20;0;0;0;50;54.55;;;45.45;;;;;;;0;3.69;30;81.08;;62.5;;;;25;0;0;0
popnisse;66;70.77;53.85;76.09;34.62;90.48;2;59.09;26.67;23.53;72.73;1.67;51.72;33.33;1;35;41.67;58.33;0;66.67;100;33.33;1.66;51.61;17.65;41.46;26.83;0;20;-83.9;-332.26;44.44;5.56;50;0;44.44;50;0;14.29;0;50;20;25;14.29;;68.75;0;0;12.5;37.5;50;;83.33;41.67;50;;;;100;0;0;0;24;75;100;20;50;50;;0;100;0;50
komornik;66;25.76;19.7;76.47;8;100;0.86;35.29;33.33;37.5;100;1.33;44.44;40;0.75;37.5;0;28.57;80;20;33.33;0;0.93;38.24;42.86;43.75;31.25;25;0;-23.24;-37.31;80;5.13;;0;0;0;0;0;50;0;0;0;0;;25.71;;0;12.5;42.86;100;;;0;100;;;;0;;;2.02;9;81.82;;0;0;;0;50;;0;0
CaRd_RiCh;65;55.56;19.05;34.29;20;57.14;2.29;44.44;46.15;47.37;33.33;2;47.06;44.44;1.5;50;25;20;25;12.5;0;50;2;46.15;37.5;22.86;28.57;0;33.33;-37.85;-49.2;50;27.59;;100;33.33;100;0;0;0;25;15.38;0;16.67;;16.67;;0;33.33;57.14;75;;;25;0;100;0;;;;;0;10;55.56;0;33.33;100;100;;75;100;0;100
Vanyanv;65;23.44;18.75;80;9.52;66.67;7;46.67;75;87.5;100;6;85.71;0;1.67;55.56;33.33;23.53;87.5;0;0;0;3.6;58.06;75;47.06;41.18;33.33;100;25.62;33.31;33.33;0;;0;16.67;0;0;0;;;0;0;0;0;22.86;;;25;71.43;66.67;;100;33.33;0;;;;;0;;0;9;100;;100;;;;;;;
iamhashman;65;59.38;25;42.11;11.76;100;0.65;35.71;21.43;18.18;80;0.86;36.36;30;1;25;66.67;50;25;25;0;50;0.76;34.07;52.94;42.5;32.5;75;66.67;-19.68;-25.58;71.43;26.19;0;;33.33;50;13.33;0;9.09;0;7.14;16.67;0;;44.83;0;14.29;16.67;21.05;33.33;;33.33;66.67;;;;;;;0;5.52;26;72.22;;66.67;0;0;;28.57;0;14.29;0
chairman-law;64;29.69;23.44;78.95;0;100;1.44;54.17;14.29;11.11;100;1.86;56.52;22.22;1.2;50;12.5;66.67;80;0;0;0;1.52;54.24;37.5;38.1;47.62;20;50;1.05;1.34;44.44;5.26;0;;0;;0;0;0;0;28.57;50;0;;39.29;0;20;0;50;62.5;;50;12.5;;;;;0;;0;2.12;13;68.42;;50;25;;25;0;50;20;100
katalyser;64;44.64;21.43;48;14.29;71.43;0.9;45;10;9.09;66.67;1.11;47.62;10;6;54.55;80;12.5;15.38;15.38;0;20;1.25;48.08;75;54.55;54.55;0;66.67;-7.3;-9.34;66.67;3.23;0;;0;22.22;50;0;20;0;40;33.33;42.86;;25.81;0;33.33;42.86;46.15;20;;;80;;;;;;;0;0;16;84.21;;66.67;50;50;;16.67;;33.33;25
razor3334;64;39.68;24.19;60;22.58;87.5;0.73;36.36;18.18;15.38;100;0.89;40;14.29;0.67;25;50;22.22;0;75;100;0;0.78;36;54.55;45.83;41.67;66.67;100;22.48;86.31;62.5;0;0;;0;0;16.67;0;20;;0;0;0;0;32;0;20;0;18.18;50;;100;50;;;;;;;0;8.61;14;70;;100;0;0;;20;;20;100
metro1047;64;50.79;1.59;3.13;2.7;100;1.3;43.33;37.5;31.58;100;3.67;55;75;11;78.57;66.67;0;28.57;0;0;0;2.5;54.69;80;32.26;45.16;0;88.89;27.8;35.59;33.33;64.29;;100;0;0;25;0;0;0;25;100;20;;0;;0;;83.33;33.33;;100;66.67;0;;;;;;;0;13;61.9;100;88.89;;;;100;;0;
suitedthrash;63;51.67;10;19.35;6.06;100;0.4;25;23.08;16.67;66.67;0.46;25;27.78;1.5;37.5;60;21.43;16.67;33.33;66.67;0;0.56;28.13;30;33.33;30;25;100;-24.13;-91.22;100;33.33;;;0;;0;0;9.09;0;0;0;0;;13.79;0;11.11;33.33;46.15;40;;100;60;;;;;;;0;0.75;20;76.92;;100;0;;0;11.11;0;11.11;
Dubris144;63;26.98;15.87;58.82;6.9;100;0.67;35.29;20;18.18;50;0.38;23.08;25;1.33;36.36;57.14;33.33;50;0;0;0;0.65;31.71;16.67;33.33;27.78;33.33;0;-39.59;-49.88;44.44;0;;;0;;0;25;0;;10;20;0;;37.5;0;0;0;33.33;28.57;;;57.14;;0;;;;;0;0;12;85.71;100;0;0;;0;33.33;;0;
wessticles;62;45;20;44.44;27.59;80;1.75;53.85;33.33;44.44;66.67;1;43.75;14.29;0.67;36.36;14.29;20;50;20;0;33.33;1.19;47.17;46.15;46.43;50;16.67;100;13.79;17.1;;24.24;0;;;66.67;20;0;0;33.33;33.33;50;25;;14.29;0;0;0;36.36;85.71;;100;14.29;;;;;;;0;1.6;15;75;;100;;;;0;;0;100
hazelwood66;62;29.03;3.23;11.11;0;100;0.75;15.79;60;71.43;0;2;50;33.33;3;60;50;7.69;50;0;0;0;1.33;28.57;60;25;20;0;66.67;-23.91;-27.16;0;18.92;;;0;0;0;;100;0;0;;0;;3.13;0;33.33;100;75;50;;;50;;;;;;;0;0;6;85.71;;66.67;;;;33.33;;33.33;0
FHstyles;62;48.33;40;82.76;36;100;1.14;48.48;16.67;13.33;75;1.25;47.62;27.27;0.9;47.37;0;75;42.86;28.57;25;33.33;1.09;47.95;35.29;60.71;39.29;20;50;-12.23;-15.16;66.67;0;50;0;8.33;0;12.5;0;0;;8.33;12.5;0;;48;25;0;0;58.33;77.78;100;100;0;0;;;0;0;0;25;2.19;19;79.17;0;50;;;;16.67;;0;
DataMn;61;25;13.33;53.33;0;100;0.43;25;22.22;22.22;;0;0;12.5;0.5;33.33;0;33.33;90.91;0;0;0;0.28;19.23;75;61.54;61.54;50;100;9.58;34.66;83.33;6.06;;;0;;0;0;0;0;11.11;20;0;;25;0;0;16.67;16.67;75;;;0;;0;;;;;0;5.12;8;88.89;0;100;;;;0;;0;
ICLIMBPOLES;61;28.81;13.56;47.06;3.7;100;1.6;50;16.67;16.67;66.67;2.5;45.45;80;4;66.67;50;31.25;53.33;6.67;0;14.29;2.12;51.52;71.43;46.67;33.33;0;100;-5.73;-13.97;20;0;0;100;0;20;50;;0;;16.67;0;25;;25;;0;40;50;50;;100;50;0;;;;;;;0;8;66.67;100;100;0;;0;66.67;0;0;
wertworm;61;36.67;20;54.55;12.9;100;1.83;47.83;66.67;62.5;66.67;0.83;45.45;0;1.5;50;40;25;0;66.67;;66.67;1.37;47.83;33.33;54.55;27.27;0;80;-10.81;-26.38;40;0;0;0;20;100;0;0;0;;0;0;0;;25;0;0;0;41.67;40;;100;40;0;0;;;;0;0;0;14;93.33;0;80;;;;0;;0;
bmarley2020;60;31.03;19.3;61.11;3.33;42.86;0.83;33.33;44.44;36.36;50;0.5;20;50;2.5;62.5;20;42.86;50;0;0;0;1.1;39.29;90;55.56;55.56;100;100;18.48;22.18;62.5;4.35;0;;12.5;0;0;0;0;100;11.11;0;20;;50;100;0;33.33;37.5;40;;0;20;;;;;;;100;5.89;12;85.71;50;100;;;;33.33;;0;
WackoJacko13;60;59.32;11.86;20;6.9;80;0.73;25.81;71.43;57.14;100;0.75;37.5;12.5;3;46.15;83.33;16.67;37.5;0;0;0;0.95;33.33;57.14;40;28.57;0;83.33;-34.98;-100.61;40;44.83;0;0;25;0;0;0;0;0;7.14;0;9.09;;11.54;;0;50;42.86;16.67;;50;83.33;0;;;;;;;0;19;90.48;;83.33;;;;0;;0;
MasterOfPoo8;60;42.86;25;58.33;10;87.5;1;39.13;37.5;33.33;100;0.8;36.36;33.33;0.5;25;33.33;38.46;27.27;18.18;33.33;12.5;0.83;35.71;90;45.45;54.55;75;100;11.86;32.82;60;2.94;0;;0;16.67;0;0;0;0;0;0;0;;36.36;0;0;18.18;20;66.67;;100;33.33;;;;;;;0;4.03;13;86.67;;100;0;;0;33.33;;0;
Shapizzzy;59;38.98;32.2;82.61;16.67;92.86;3.2;64;66.67;60;83.33;2.75;73.33;0;1.4;50;33.33;58.33;60;20;0;33.33;2.43;62.96;27.27;47.83;39.13;0;40;-27.85;-98.58;42.86;0;0;0;0;0;0;0;66.67;;33.33;50;0;0;41.38;;;12.5;58.33;66.67;100;66.67;33.33;0;;;0;;;;0;15;88.24;;40;;;;;;;100
owohlt;59;56.9;37.93;66.67;33.33;85;2;60.61;0;20;90.91;1.5;60;0;2.25;47.37;66.67;40;50;33.33;25;50;1.83;57.14;38.46;38.24;50;0;66.67;1.84;2.17;66.67;3.45;;0;16.67;;0;0;0;0;0;0;0;;44.83;0;0;0;50;33.33;100;50;66.67;0;;;0;;;0;0;22;81.48;;66.67;0;0;;0;0;0;0
faizel222;59;55.17;6.9;12.5;4;100;1.22;37.93;55.56;61.54;100;0.25;13.33;38.46;6;60;75;8.33;33.33;33.33;50;0;1.06;35.19;55.56;27.27;36.36;0;33.33;-12.85;-15.16;40;44.12;0;0;25;;7.69;50;0;0;0;0;0;;10.71;50;0;0;41.67;0;;100;75;0;;;;;;50;0;14;73.68;100;33.33;;;;0;;0;
snakesgraham;59;38.6;10.53;27.27;0;100;0.29;19.05;16.67;21.43;;0.38;21.43;23.08;7;58.33;66.67;33.33;50;0;0;0;0.61;29.79;44.44;40.91;31.82;0;75;-29.42;-34.72;100;21.43;;;0;0;0;0;0;0;0;0;0;;22.73;;33.33;0;45.45;16.67;;;66.67;;0;;;;;;0;14;77.78;0;75;;;;0;;33.33;100
